Title,Schema and Value Categories
Identifier,5c36a810-4033-437d-af01-3ade820323bc
Modified,2018-11-20T22:04:58

Section,Schema,Description,Ordered
Column.Value,2,YES,
Column.Value,3,NO,
Table.Column,aj154b_5,BIRTH CONTROL METHOD: BIRTH CONTROL PILLS,true
Column.Value,-1,nan,
Column.Value,0,NOT ASCERTAINED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,YES,
Column.Value,3,NO,
Table.Column,aj154b_6,BIRTH CONTROL METHOD: OTHER HORMONAL,true
Column.Value,-1,nan,
Column.Value,0,NOT ASCERTAINED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,YES,
Column.Value,3,NO,
Table.Column,aj154b_7,BIRTH CONTROL METHOD: CONDOMS,true
Column.Value,-1,nan,
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj154b_9,BIRTH CONTROL METHOD:  OTHER BIRTH CONTROL,true
Column.Value,-1,nan,
Column.Value,0,NOT ASCERTAINED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,YES,
Column.Value,3,NO,
Table.Column,aj174_3,BIRTH CONTROL METHOD: IUD,true
Column.Value,-1,nan,
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj174_4,BIRTH CONTROL METHOD: IMPLANT,true
Column.Value,-1,nan,
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj174_5,BIRTH CONTROL METHOD: BIRTH CONTROL PILLS,true
Column.Value,-1,nan,
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj174_6,BIRTH CONTROL METHOD: OTHER HORMONAL METHODS,true
Column.Value,-1,nan,
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,aj174_7,BIRTH CONTROL METHOD: CONDOMS (MALE),true
Column.Value,-1,nan,
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,am1,"HOW OFTEN FOOD DIDN'T LAST,COULDN'T AFFORD MORE, PAST 12 MOS",true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,OFTEN TRUE,
Column.Value,3,SOMETIMES TRUE,
Column.Value,4,NEVER TRUE,
Table.Column,am2,HOW OFTEN COULDN'T AFFORD TO EAT BALANCED MEALS,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,OFTEN TRUE,
Column.Value,3,SOMETIMES TRUE,
Column.Value,4,NEVER TRUE,
Table.Column,am3,ALL ADULTS CUT/SKIPPED MEALS IN PAST 12 MOS FOR MONEY,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,am3a,HOW OFTEN ALL ADULTS CUT/SKIPPED MEALS IN PAST 12 MOS FOR MONEY,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,ALMOST EVERY MONTH,
Column.Value,2,SOME MONTHS BUT NOT EVERY MONTH,
Column.Value,3,ONLY IN 1 OR 2 MONTHS,
Table.Column,am4,ATE LESS THAN SHOULD BECAUSE OF MONEY IN PAST 12 MOS,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,YES,
Column.Value,3,NO,
Table.Column,am5,HOW OFTEN HUNGRY BUT DIDN'T EAT B/C OF MONEY IN PAST 12 MOS,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,YES,
Column.Value,3,NO,
Table.Column,acmdnum,# OF DOCTOR VISITS PAST YEAR,true
Column.Value,0,O TIME,
Column.Value,1,1 TIMES,
Column.Value,2,2 TIMES,
Column.Value,3,3 TIMES,
Column.Value,4,4 TIMES,
Column.Value,5,5 TIMES,
Column.Value,6,6 TIMES,
Column.Value,7,7-8 TIMES,
Column.Value,8,9-12 TIMES,
Column.Value,9,13-24 TIMES,
Column.Value,10,25+ TIMES,
Table.Column,ae_soda,# OF TIMES DRINKING SODA PER WEEK,true
Column.Value,0,0.0,
Column.Value,1,1.0,
Column.Value,2,2.0,
Column.Value,3,3.0,
Column.Value,4,4.0,
Column.Value,5,5.0,
Column.Value,6,6.0,
Column.Value,7,7.0,
Column.Value,8,8.0,
Column.Value,9,9.0,
Column.Value,10,10.0,
Column.Value,11,11.0,
Column.Value,12,12.0,
Column.Value,13,13.0,
Column.Value,14,14.0,
Column.Value,15,16.0,
Column.Value,16,20.0,
Column.Value,17,21.0,
Column.Value,18,25.0,
Column.Value,19,28.0,
Column.Value,20,35.0,
Column.Value,21,42.0,
Column.Value,22,48.0,
Column.Value,23,55.0,
Column.Value,24,69.0,
Table.Column,ah33new,BORN IN U.S.,true
Column.Value,0,BORN IN U.S.,
Column.Value,1,BORN OUTSIDE U.S.,
Table.Column,ah34new,MOTHER BORN IN U.S.,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,BORN IN U.S.,
Column.Value,2,BORN OUTSIDE U.S.,
Table.Column,ah35new,FATHER BORN IN U.S.,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,BORN IN U.S.,
Column.Value,2,BORN OUTSIDE U.S.,
Table.Column,akwklng,TIME AT MAIN JOB,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,<1 YEAR,
Column.Value,2,1 YEAR,
Column.Value,3,2 YEARS,
Column.Value,4,3 YEARS,
Column.Value,5,4 YEARS,
Column.Value,6,5 YEARS,
Column.Value,7,6-9 YEARS,
Column.Value,8,10-14 YEARS,
Column.Value,9,15-19 YEARS,
Column.Value,10,20-29 YEARS,
Column.Value,11,30+ YEARS,
Table.Column,astcur,CURRENT ASTHMA STATUS,true
Column.Value,0,CURRENT ASTHMA,
Column.Value,1,NO CURRENT ASTHMA,
Table.Column,care_pv,HAD A PREVENTIVE CARE VISIT IN PAST YEAR,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,chores2,CHORE IMPAIRMENT PAST 12 MONTHS,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,NONE,
Column.Value,3,MODERATE,
Column.Value,4,SEVERE,
Table.Column,citizen2,CITIZENSHIP STATUS (3 LVLS),true
Column.Value,0,US-BORN CITIZEN,
Column.Value,1,NATURALIZED CITIZEN,
Column.Value,2,NON-CITIZEN,
Table.Column,diabetes,DOCTOR EVER TOLD HAVE DIABETES (NON-GESTATIONAL),true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,distress,SERIOUS PSYCHOLOGICAL DISTRESS,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,0.0,
Column.Value,2,1.0,
Column.Value,3,2.0,
Column.Value,4,3.0,
Column.Value,5,4.0,
Column.Value,6,5.0,
Column.Value,7,6.0,
Column.Value,8,7.0,
Column.Value,9,8.0,
Column.Value,10,9.0,
Column.Value,11,10.0,
Column.Value,12,11.0,
Column.Value,13,12.0,
Column.Value,14,13.0,
Column.Value,15,14.0,
Column.Value,16,15.0,
Column.Value,17,16.0,
Column.Value,18,17.0,
Column.Value,19,18.0,
Column.Value,20,19.0,
Column.Value,21,20.0,
Column.Value,22,21.0,
Column.Value,23,22.0,
Column.Value,24,23.0,
Column.Value,25,24.0,
Table.Column,doct_yr,VISITED DOCTOR IN PAST 12 MOS,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,er,ER VISIT WITHIN THE PAST YEAR,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,family2,FAMILY LIFE IMPAIRMENT PAST 12 MONTHS,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,NONE,
Column.Value,3,MODERATE,
Column.Value,4,SEVERE,
Table.Column,forgo,HAD TO FORGO NECESSARY CARE,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,fpg,FEDERAL POVERTY GUIDELINE,true
Column.Value,0,FPG 0 to 138,
Column.Value,1,FPG 139 to 200,
Column.Value,2,FPG 201 to 400,
Column.Value,3,FPG 400+,
Table.Column,work2,WORK IMPAIRMENT PAST 12 MONTHS,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,NONE,
Column.Value,3,MODERATE,
Column.Value,4,SEVERE,
Table.Column,social2,SOCIAL LIFE IMPAIRMENT PAST 12 MONTHS,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,INAPPLICABLE,
Column.Value,2,NONE,
Column.Value,3,MODERATE,
Column.Value,4,SEVERE,
Table.Column,inslmt12m,REACHED HEALTH INSURANCE PAYMENT LIMIT IN PAST 12 MONTHS,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,marit2,MARITAL STATUS- 4 CATEGORIES,true
Column.Value,0,MARRIED,
Column.Value,1,LIVING W/ PARTNER,
Column.Value,2,WID/SEP/DIV,
Column.Value,3,NEVER MARRIED,
Table.Column,marit_45,MARITAL STATUS - AGE 45 AND OLDER,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,MARRIED,
Column.Value,2,LIVING WITH PARTNER,
Column.Value,3,WIDOWED,
Column.Value,4,DIVORCED/SEPARATED,
Column.Value,5,NEVER MARRIED,
Table.Column,numcig,# OF CIGARETTES PER DAY,true
Column.Value,0,NONE,
Column.Value,1,<=1 CIGARETTES,
Column.Value,2,2-5 CIGARETTES,
Column.Value,3,6-10 CIGARETTES,
Column.Value,4,11-19 CIGARETTES,
Column.Value,5,20 OR MORE,
Table.Column,pc_ins,PRIMARY CARE: HAVE DIFFICULTY FINDING A PROVIDER THAT ACCEPTS INSURANCE,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,pc_newp,PRIMARY CARE: DIFFICULTY FINDING A PROVIDER ACCEPTING NEW PATIENTS,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,pinstype,TYPE OF HEALTH INSURANCE BEFORE CURRENT PLAN,true
Column.Value,0,"INAPP, NOT INSURED",
Column.Value,1,MEDI-CAL,
Column.Value,2,ESI,
Column.Value,3,PRIVATE PURCHASE,
Column.Value,4,COVERED CA,
Column.Value,5,OTHER PLAN,
Column.Value,6,NO PREVIOUS PLAN,
Table.Column,prediab,DOCTOR EVER TOLD HAVE PRE OR BORDERLINE DIABETES (NON-GESTATIONAL),true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,rn_forgo,REASONS FORGONE NECESSARY CARE,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,COST,
Column.Value,2,COULDN'T GET APPOINTMENT,
Column.Value,3,DIDN'T HAVE TIME,
Column.Value,4,OTHERS,
Table.Column,sc_ins,SPECIALTY CARE: HAVE DIFFICULTY FINDING A PROVIDER THAT ACCEPTS INSURANCE,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,sc_newp,SPECIALTY CARE: DIFFICULTY FINDING PROVIDER ACCEPTING NEW PATIENTS,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,served,LENGTH OF TIME SERVED IN ACTIVE DUTY,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,<6 MONS,
Column.Value,2,6 MONS - 2 YRS,
Column.Value,3,>2 YRS - 4 YRS,
Column.Value,4,>4 YRS - <20 YRS,
Column.Value,5,20+ YRS,
Table.Column,smkcur,CURRENT SMOKER,true
Column.Value,0,CURRENT SMOKER,
Column.Value,1,NOT CURRENT SMOKER,
Table.Column,smoking,CURRENT SMOKING HABITS,true
Column.Value,0,CURRENTLY SMOKES,
Column.Value,1,QUIT SMOKING,
Column.Value,2,NEVER SMOKED REGULARLY,
Table.Column,spk_eng,ENGLISH USE AND PROFICIENCY,true
Column.Value,0,SPEAK ONLY ENGLISH,
Column.Value,1,VERY WELL/WELL,
Column.Value,2,NOT WELL/NOT AT ALL,
Table.Column,tcurplan,TIME ADULT HAS BEEN ENROLLED IN CURRENT PLAN: MONTHS,true
Column.Value,0,INAPP,
Column.Value,1,ZERO,
Column.Value,2,1.0,
Column.Value,3,2.0,
Column.Value,4,3.0,
Column.Value,5,4.0,
Column.Value,6,5.0,
Column.Value,7,6.0,
Column.Value,8,7.0,
Column.Value,9,8.0,
Column.Value,10,9.0,
Column.Value,11,10.0,
Column.Value,12,11.0,
Column.Value,13,12.0,
Column.Value,14,13.0,
Column.Value,15,14.0,
Column.Value,16,15.0,
Column.Value,17,16.0,
Column.Value,18,17.0,
Column.Value,19,18.0,
Column.Value,20,19.0,
Column.Value,21,20.0,
Column.Value,22,21.0,
Column.Value,23,22.0,
Column.Value,24,23.0,
Column.Value,25,24.0,
Column.Value,26,25.0,
Column.Value,27,26.0,
Column.Value,28,27.0,
Column.Value,29,28.0,
Column.Value,30,30.0,
Column.Value,31,31.0,
Column.Value,32,32.0,
Column.Value,33,33.0,
Column.Value,34,34.0,
Column.Value,35,35.0,
Column.Value,36,36.0,
Column.Value,37,37.0,
Column.Value,38,39.0,
Column.Value,39,42.0,
Column.Value,40,44.0,
Column.Value,41,46.0,
Column.Value,42,47.0,
Column.Value,43,48.0,
Column.Value,44,49.0,
Column.Value,45,51.0,
Column.Value,46,52.0,
Column.Value,47,54.0,
Column.Value,48,56.0,
Column.Value,49,57.0,
Column.Value,50,59.0,
Column.Value,51,60.0,
Column.Value,52,61.0,
Column.Value,53,64.0,
Column.Value,54,65.0,
Column.Value,55,66.0,
Column.Value,56,67.0,
Column.Value,57,69.0,
Column.Value,58,72.0,
Column.Value,59,73.0,
Column.Value,60,76.0,
Column.Value,61,78.0,
Column.Value,62,79.0,
Column.Value,63,80.0,
Column.Value,64,84.0,
Column.Value,65,86.0,
Column.Value,66,90.0,
Column.Value,67,94.0,
Column.Value,68,96.0,
Column.Value,69,102.0,
Column.Value,70,108.0,
Column.Value,71,115.0,
Column.Value,72,120.0,
Column.Value,73,126.0,
Column.Value,74,132.0,
Column.Value,75,133.0,
Column.Value,76,135.0,
Column.Value,77,138.0,
Column.Value,78,139.0,
Column.Value,79,144.0,
Column.Value,80,150.0,
Column.Value,81,156.0,
Column.Value,82,168.0,
Column.Value,83,170.0,
Column.Value,84,180.0,
Column.Value,85,192.0,
Column.Value,86,204.0,
Column.Value,87,210.0,
Column.Value,88,216.0,
Column.Value,89,228.0,
Column.Value,90,239.0,
Column.Value,91,240.0,
Column.Value,92,252.0,
Column.Value,93,264.0,
Column.Value,94,276.0,
Column.Value,95,284.0,
Column.Value,96,287.0,
Column.Value,97,288.0,
Column.Value,98,300.0,
Column.Value,99,306.0,
Column.Value,100,312.0,
Column.Value,101,324.0,
Column.Value,102,336.0,
Column.Value,103,348.0,
Column.Value,104,360.0,
Column.Value,105,362.0,
Column.Value,106,372.0,
Column.Value,107,384.0,
Column.Value,108,396.0,
Column.Value,109,408.0,
Column.Value,110,420.0,
Column.Value,111,432.0,
Column.Value,112,444.0,
Column.Value,113,456.0,
Column.Value,114,468.0,
Column.Value,115,480.0,
Column.Value,116,492.0,
Column.Value,117,504.0,
Column.Value,118,516.0,
Column.Value,119,528.0,
Column.Value,120,540.0,
Column.Value,121,551.0,
Column.Value,122,552.0,
Column.Value,123,564.0,
Column.Value,124,576.0,
Column.Value,125,588.0,
Column.Value,126,600.0,
Column.Value,127,612.0,
Column.Value,128,624.0,
Column.Value,129,636.0,
Column.Value,130,648.0,
Column.Value,131,660.0,
Column.Value,132,672.0,
Column.Value,133,684.0,
Column.Value,134,696.0,
Column.Value,135,708.0,
Column.Value,136,720.0,
Table.Column,timappt,ABLE TO GET AN APPOINTMENT IN A TIMELY WAY,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,usual,HAVE USUAL PLACE TO GO TO WHEN SICK OR NEEDING HEALTH ADVICE,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,usual_tp,USUAL SOURCE OF CARE (7 LVLS),true
Column.Value,0,DOC OFFICE/HMO/KAISER,
Column.Value,1,"COMMUN/GOV CLIN, COMMUN HOSP",
Column.Value,2,EMERGENCY ROOM,
Column.Value,3,SOME OTHER PLACE,
Column.Value,4,NO ONE PARTICULAR PLACE,
Column.Value,5,NO USUAL SOURCE OF CARE,
Table.Column,vote_eng1,VOTER ENGAGEMENT,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,ALWAYS ENGAGED,
Column.Value,2,FREQUENTLY ENGAGED,
Column.Value,3,SOMETIMES ENGAGED,
Column.Value,4,NEVER ENGAGED,
Table.Column,ai25new,RX COVERAGE EDITED FOR MEDI-CAL/HF,true
Column.Value,0,INAPPLICABLE,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,dstrs30,LIKELY HAS HAD PSYCHOLOGICAL DISTRESS IN THE PAST MONTH,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,dstrsyr,SERIOUS PSYCHOLOGICAL DISTRESS FOR WORST MONTH PAST YR (K6 SCORE),true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,0.0,
Column.Value,2,1.0,
Column.Value,3,2.0,
Column.Value,4,3.0,
Column.Value,5,4.0,
Column.Value,6,5.0,
Column.Value,7,6.0,
Column.Value,8,7.0,
Column.Value,9,8.0,
Column.Value,10,9.0,
Column.Value,11,10.0,
Column.Value,12,11.0,
Column.Value,13,12.0,
Column.Value,14,13.0,
Column.Value,15,14.0,
Column.Value,16,15.0,
Column.Value,17,16.0,
Column.Value,18,17.0,
Column.Value,19,18.0,
Column.Value,20,19.0,
Column.Value,21,20.0,
Column.Value,22,21.0,
Column.Value,23,22.0,
Column.Value,24,23.0,
Column.Value,25,24.0,
Table.Column,famt4,FAMILY TYPE - 4 LVLS,true
Column.Value,0,"SINGLE, NO KIDS",
Column.Value,1,"MARRIED, NO KIDS",
Column.Value,2,MARRIED WITH KIDS,
Column.Value,3,SINGLE WITH KIDS,
Table.Column,fslev,FOOD SECURITY STATUS LEVEL,true
Column.Value,0,INAPPLICABLE - >=200% FPL,
Column.Value,1,FOOD SECURITY,
Column.Value,2,FOOD INSECURITY W/O HUNGER,
Column.Value,3,FOOD INSECURITY W/ HUNGER,
Table.Column,fslevcb,FOOD SECURITY STATUS (2 LVLS),true
Column.Value,0,INAPPLICABLE - >=200% FPL,
Column.Value,1,FOOD SECURITY,
Column.Value,2,FOOD INSECURITY WITH/ WITHOUT HUNGER,
Table.Column,inst_12,"HEALTH INS COVERAGE IN LAST 12 MOS, INCL CURRENT STATUS:8 LVLS",true
Column.Value,0,INAPPLICABLE-AGE>=65,
Column.Value,1,MEDI-CAL (MEDICAID) ONLY,
Column.Value,2,EMPLOYER-BASED COVERAGE ONLY (EBI),
Column.Value,3,PRIVATE COVERAGE ONLY,
Column.Value,4,OTHER COVERAGE ONLY,
Column.Value,5,ANY 2 OR MORE TYPES (NEVER UNINSURED),
Column.Value,6,UNINSURED ONLY,
Column.Value,7,UNINSURED + EMPLOYER-BASED ONLY,
Column.Value,8,ANY 1 OR MORE TYPES + UNINSURED,
Table.Column,offtk,"OFFER, ELIGIBILITY, ACCEPTANCE OF EMPLOYER BASED INS",true
Column.Value,0,UNEMPLOYED OR SELF-EMPLOYED,
Column.Value,1,ACCEPTED EBI,
Column.Value,2,"NOT ACCEPT EBI, OFFERED AND ELIGIBLE",
Column.Value,3,"WAS OFFERED EBI, NOT ELIGIBLE",
Column.Value,4,WAS NOT OFFERED EBI,
Table.Column,usoc,USUAL SOURCE OF CARE OTHER THAN ER,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,usual5tp,USUAL SOURCE OF CARE (5 LVLS),true
Column.Value,0,DOC OFFICE/HMO/KAISER,
Column.Value,1,"COMMUN/GOV CLIN, COMMUN HOSP",
Column.Value,2,EMERGENCY ROOM/URGENT CARE,
Column.Value,3,OTHER PLACE/NO ONE PLACE,
Column.Value,4,NO USUAL SOURCE OF CARE,
Table.Column,whobmi,BODY MASS INDEX: WHO DEFINITION,true
Column.Value,0,0 - 18.49 (UNDERWEIGHT),
Column.Value,1,18.5 - 22.99 (ACCEPTABLE RISK),
Column.Value,2,23.0 - 27.49 (INCREASED RISK),
Column.Value,3,27.5 OR HIGHER (HIGHER HIGH RISK),
Table.Column,dstrs12,LIKELY HAS HAD PSYCHOLOGICAL DISTRESS IN THE LAST YEAR,true
Column.Value,0,PROXY SKIPPED,
Column.Value,1,YES,
Column.Value,2,NO,
Table.Column,rbmi,BMI DESCRIPTIVE,true
Column.Value,0,UNDERWEIGHT 0-18.49,
Column.Value,1,NORMAL 18.5-24.99,
Column.Value,2,OVERWEIGHT 25.0-29.99,
Column.Value,3,OBESE 30.0+,
Table.Column,heighm_p,HEIGHT: METERS - UCLA (PUF RECODE),true
Column.Value,0,1.1,
Column.Value,1,1.12,
Column.Value,2,1.14,
Column.Value,3,1.17,
Column.Value,4,1.18,
Column.Value,5,1.19,
Column.Value,6,1.2,
Column.Value,7,1.21,
Column.Value,8,1.22,
Column.Value,9,1.23,
Column.Value,10,1.24,
Column.Value,11,1.25,
Column.Value,12,1.27,
Column.Value,13,1.28,
Column.Value,14,1.29,
Column.Value,15,1.3,
Column.Value,16,1.31,
Column.Value,17,1.32,
Column.Value,18,1.33,
Column.Value,19,1.34,
Column.Value,20,1.35,
Column.Value,21,1.36,
Column.Value,22,1.37,
Column.Value,23,1.38,
Column.Value,24,1.39,
Column.Value,25,1.4,
Column.Value,26,1.42,
Column.Value,27,1.43,
Column.Value,28,1.44,
Column.Value,29,1.45,
Column.Value,30,1.46,
Column.Value,31,1.47,
Column.Value,32,1.48,
Column.Value,33,1.49,
Column.Value,34,1.5,
Column.Value,35,1.51,
Column.Value,36,1.52,
Column.Value,37,1.53,
Column.Value,38,1.54,
Column.Value,39,1.55,
Column.Value,40,1.56,
Column.Value,41,1.57,
Column.Value,42,1.58,
Column.Value,43,1.59,
Column.Value,44,1.6,
Column.Value,45,1.61,
Column.Value,46,1.62,
Column.Value,47,1.63,
Column.Value,48,1.64,
Column.Value,49,1.65,
Column.Value,50,1.66,
Column.Value,51,1.67,
Column.Value,52,1.68,
Column.Value,53,1.69,
Column.Value,54,1.7,
Column.Value,55,1.71,
Column.Value,56,1.72,
Column.Value,57,1.73,
Column.Value,58,1.74,
Column.Value,59,1.75,
Column.Value,60,1.76,
Column.Value,61,1.77,
Column.Value,62,1.78,
Column.Value,63,1.79,
Column.Value,64,1.8,
Column.Value,65,1.81,
Column.Value,66,1.82,
Column.Value,67,1.83,
Column.Value,68,1.85,
Column.Value,69,1.87,
Column.Value,70,1.88,
Column.Value,71,1.89,
Column.Value,72,1.9,
Column.Value,73,1.91,
Column.Value,74,1.93,
Column.Value,75,1.94,
Column.Value,76,1.95,
Table.Column,mc_type,TYPE OF MEDICARE COVERAGE,true
Column.Value,0,NOT ENROLLED IN MEDICARE,
Column.Value,1,MEDICARE ADVANTAGE,
Column.Value,2,MEDICARE + MEDICARE SUPPLEMENTAL PLAN,
Column.Value,3,OTHER MEDICARE,
Table.Column,ovrwt,OVERWEIGHT OR OBESE,true
Column.Value,0,YES,
Column.Value,1,NO,
Table.Column,weighk_p,WEIGHT: KG - UCLA (PUF RECODE),true
Column.Value,0,41.0,
Column.Value,1,41.28,
Column.Value,2,41.73,
Column.Value,3,42.18,
Column.Value,4,42.64,
Column.Value,5,42.95,
Column.Value,6,43.09,
Column.Value,7,43.54,
Column.Value,8,44.0,
Column.Value,9,44.45,
Column.Value,10,44.74,
Column.Value,11,44.91,
Column.Value,12,45.0,
Column.Value,13,45.35,
Column.Value,14,45.36,
Column.Value,15,45.81,
Column.Value,16,46.27,
Column.Value,17,46.72,
Column.Value,18,46.92,
Column.Value,19,46.96,
Column.Value,20,47.13,
Column.Value,21,47.17,
Column.Value,22,47.63,
Column.Value,23,48.0,
Column.Value,24,48.04,
Column.Value,25,48.08,
Column.Value,26,48.09,
Column.Value,27,48.31,
Column.Value,28,48.51,
Column.Value,29,48.53,
Column.Value,30,48.99,
Column.Value,31,49.0,
Column.Value,32,49.44,
Column.Value,33,49.9,
Column.Value,34,50.0,
Column.Value,35,50.22,
Column.Value,36,50.35,
Column.Value,37,50.8,
Column.Value,38,50.85,
Column.Value,39,50.97,
Column.Value,40,51.0,
Column.Value,41,51.26,
Column.Value,42,51.52,
Column.Value,43,51.71,
Column.Value,44,52.0,
Column.Value,45,52.04,
Column.Value,46,52.16,
Column.Value,47,52.18,
Column.Value,48,52.23,
Column.Value,49,52.62,
Column.Value,50,52.85,
Column.Value,51,53.0,
Column.Value,52,53.07,
Column.Value,53,53.52,
Column.Value,54,53.98,
Column.Value,55,54.0,
Column.Value,56,54.18,
Column.Value,57,54.2,
Column.Value,58,54.43,
Column.Value,59,54.68,
Column.Value,60,54.88,
Column.Value,61,55.0,
Column.Value,62,55.01,
Column.Value,63,55.04,
Column.Value,64,55.12,
Column.Value,65,55.34,
Column.Value,66,55.7,
Column.Value,67,55.79,
Column.Value,68,56.0,
Column.Value,69,56.03,
Column.Value,70,56.25,
Column.Value,71,56.27,
Column.Value,72,56.7,
Column.Value,73,56.74,
Column.Value,74,57.0,
Column.Value,75,57.15,
Column.Value,76,57.44,
Column.Value,77,57.52,
Column.Value,78,57.55,
Column.Value,79,57.6,
Column.Value,80,57.61,
Column.Value,81,57.88,
Column.Value,82,58.0,
Column.Value,83,58.06,
Column.Value,84,58.18,
Column.Value,85,58.26,
Column.Value,86,58.47,
